sku,tier_price_website,tier_price_customer_group,tier_price_qty,tier_price
51562-SR,All Websites [EUR],ALL GROUPS,1000,1.660
51563,All Websites [EUR],ALL GROUPS,250,13.290
51566,All Websites [EUR],ALL GROUPS,250,9.590
51567,All Websites [EUR],ALL GROUPS,250,10.730
51568,All Websites [EUR],ALL GROUPS,250,15.100
51569,All Websites [EUR],ALL GROUPS,250,9.060
51570,All Websites [EUR],ALL GROUPS,250,10.220
51571,All Websites [EUR],ALL GROUPS,250,11.500
51572,All Websites [EUR],ALL GROUPS,250,11.500
51574,All Websites [EUR],ALL GROUPS,1000,2.100
51576-GY,All Websites [EUR],ALL GROUPS,250,11.050
51576-RD,All Websites [EUR],ALL GROUPS,250,11.050
51577,All Websites [EUR],ALL GROUPS,500,4.420
51578,All Websites [EUR],ALL GROUPS,250,7.250
51579,All Websites [EUR],ALL GROUPS,250,7.030
51580,All Websites [EUR],ALL GROUPS,250,32.160
51581,All Websites [EUR],ALL GROUPS,250,27.750
51582-LGY,All Websites [EUR],ALL GROUPS,2 a500,990
51583-LGY,All Websites [EUR],ALL GROUPS,1000,3.420
51584-LGY,All Websites [EUR],ALL GROUPS,1000,2.880
51585-LGY,All Websites [EUR],ALL GROUPS,500,5.960
51586-LGY,All Websites [EUR],ALL GROUPS,1000,1.550
51587-LGY,All Websites [EUR],ALL GROUPS,1000,2.220
51592,All Websites [EUR],ALL GROUPS,1000,2.860
51593,All Websites [EUR],ALL GROUPS,1000,2.860
51594,All Websites [EUR],ALL GROUPS,1000,2.220
51595,All Websites [EUR],ALL GROUPS,1000,2.220
51596,All Websites [EUR],ALL GROUPS,500,4.420
51601,All Websites [EUR],ALL GROUPS,250,30.230
51602,All Websites [EUR],ALL GROUPS,250,23.980
51603,All Websites [EUR],ALL GROUPS,250,35.890
51604,All Websites [EUR],ALL GROUPS,1000,2.880
51606-BK,All Websites [EUR],ALL GROUPS,1000,2.880
51606-SBE,All Websites [EUR],ALL GROUPS,1000,2.880
51608-BK,All Websites [EUR],ALL GROUPS,500,3.580
51608-SBE,All Websites [EUR],ALL GROUPS,500,3.580
51608-SBK,All Websites [EUR],ALL GROUPS,500,3.580
51610-BK,All Websites [EUR],ALL GROUPS,1000,2.580
51610-OE,All Websites [EUR],ALL GROUPS,1000,2.580
51610-SBK,All Websites [EUR],ALL GROUPS,1000,2.580
51612,All Websites [EUR],ALL GROUPS,250,7.680
51613,All Websites [EUR],ALL GROUPS,250,8.430
51614,All Websites [EUR],ALL GROUPS,250,9.590
51615-BK,All Websites [EUR],ALL GROUPS,2 a500,730
51615-RD,All Websites [EUR],ALL GROUPS,2 a500,730
51615-WE,All Websites [EUR],ALL GROUPS,2 a500,730
51618-BE,All Websites [EUR],ALL GROUPS,5000,520
51618-BK,All Websites [EUR],ALL GROUPS,5000,520
51618-RD,All Websites [EUR],ALL GROUPS,5000,520
51618-WE,All Websites [EUR],ALL GROUPS,5000,520
51619,All Websites [EUR],ALL GROUPS,250,16.120
51620,All Websites [EUR],ALL GROUPS,250,10.080
51621,All Websites [EUR],ALL GROUPS,250,12.090
51623,All Websites [EUR],ALL GROUPS,1000,2.600
51625,All Websites [EUR],ALL GROUPS,250,14.390
51626,All Websites [EUR],ALL GROUPS,250,12.480
51627,All Websites [EUR],ALL GROUPS,500,6.030
51629-BK,All Websites [EUR],ALL GROUPS,2 a500,1.060
51629-SR,All Websites [EUR],ALL GROUPS,2 a500,1.060
51629-WE,All Websites [EUR],ALL GROUPS,2 a500,1.060
51630,All Websites [EUR],ALL GROUPS,250,11.390
51631,All Websites [EUR],ALL GROUPS,500,4.790
51633,All Websites [EUR],ALL GROUPS,1000,2.000
51634,All Websites [EUR],ALL GROUPS,500,5.530
51635,All Websites [EUR],ALL GROUPS,250,18.730
51636,All Websites [EUR],ALL GROUPS,250,31.350
51637,All Websites [EUR],ALL GROUPS,250,22.160
51638-S,All Websites [EUR],ALL GROUPS,250,19.950
51639,All Websites [EUR],ALL GROUPS,250,35.780
51640,All Websites [EUR],ALL GROUPS,250,47.860
51641,All Websites [EUR],ALL GROUPS,1000,1.800
51642,All Websites [EUR],ALL GROUPS,500,5.000
51643,All Websites [EUR],ALL GROUPS,500,5.020
51644,All Websites [EUR],ALL GROUPS,1000,2.380
51645,All Websites [EUR],ALL GROUPS,250,11.230
51647,All Websites [EUR],ALL GROUPS,250,11.930
51648,All Websites [EUR],ALL GROUPS,500,3.930
51649,All Websites [EUR],ALL GROUPS,250,31.090
51650-BK,All Websites [EUR],ALL GROUPS,5000,600
51650-SR,All Websites [EUR],ALL GROUPS,5000,600
51651,All Websites [EUR],ALL GROUPS,250,8.560
51652,All Websites [EUR],ALL GROUPS,250,8.960
51653,All Websites [EUR],ALL GROUPS,250,12.800
51654,All Websites [EUR],ALL GROUPS,1000,3.360
51655,All Websites [EUR],ALL GROUPS,1000,3.360
51657,All Websites [EUR],ALL GROUPS,500,5.250
51658,All Websites [EUR],ALL GROUPS,500,6.030
51659,All Websites [EUR],ALL GROUPS,250,23.980
51660,All Websites [EUR],ALL GROUPS,500,3.580
51661,All Websites [EUR],ALL GROUPS,500,4.790
51663,All Websites [EUR],ALL GROUPS,500,6.520
51665-WE,All Websites [EUR],ALL GROUPS,1000,1.460
51666-BK,All Websites [EUR],ALL GROUPS,250,14.390
51666-WE,All Websites [EUR],ALL GROUPS,250,14.390
51667,All Websites [EUR],ALL GROUPS,250,28.700
51668,All Websites [EUR],ALL GROUPS,250,8.020
51669,All Websites [EUR],ALL GROUPS,500,3.830
51671,All Websites [EUR],ALL GROUPS,250,16.720
51672,All Websites [EUR],ALL GROUPS,250,11.930
51673,All Websites [EUR],ALL GROUPS,500,4.420
51674,All Websites [EUR],ALL GROUPS,250,11.030
51676,All Websites [EUR],ALL GROUPS,1000,2.990
51677-BE,All Websites [EUR],ALL GROUPS,2 a500,880
51677-BK,All Websites [EUR],ALL GROUPS,2 a500,880
51677-RD,All Websites [EUR],ALL GROUPS,2 a500,880
51677-SR,All Websites [EUR],ALL GROUPS,2 a500,880
51679,All Websites [EUR],ALL GROUPS,250,17.930
51681-BK,All Websites [EUR],ALL GROUPS,250,25.600
51681-S,All Websites [EUR],ALL GROUPS,250,25.600
51683,All Websites [EUR],ALL GROUPS,250,11.590
51684,All Websites [EUR],ALL GROUPS,250,7.030
51685,All Websites [EUR],ALL GROUPS,250,46.080
51688-WEBE,All Websites [EUR],ALL GROUPS,10000,260
51688-WEBK,All Websites [EUR],ALL GROUPS,10000,260
51688-WELGN,All Websites [EUR],ALL GROUPS,10000,260
51688-WEMG,All Websites [EUR],ALL GROUPS,10000,260
51688-WERD,All Websites [EUR],ALL GROUPS,10000,260
51688-WEWE,All Websites [EUR],ALL GROUPS,10000,260
51688-WEYW,All Websites [EUR],ALL GROUPS,10000,260
51689-BK,All Websites [EUR],ALL GROUPS,500,4.020
51689-S,All Websites [EUR],ALL GROUPS,500,4.020
51689-WE,All Websites [EUR],ALL GROUPS,500,4.020
51690-BK,All Websites [EUR],ALL GROUPS,2 a500,1.200
51690-WE,All Websites [EUR],ALL GROUPS,2 a500,1.200
51693-BK,All Websites [EUR],ALL GROUPS,2 a500,1.100
51693-WE,All Websites [EUR],ALL GROUPS,2 a500,1.100
51694-BK,All Websites [EUR],ALL GROUPS,2 a500,1.100
51694-BKR,All Websites [EUR],ALL GROUPS,1000,2.000
51694-WE,All Websites [EUR],ALL GROUPS,2 a500,1.100
51694-WER,All Websites [EUR],ALL GROUPS,1000,2.000
51695-BK,All Websites [EUR],ALL GROUPS,500,5.730
51695-WE,All Websites [EUR],ALL GROUPS,500,5.730
51713-BK,All Websites [EUR],ALL GROUPS,2 a500,1.190
51713-SR,All Websites [EUR],ALL GROUPS,2 a500,1.190
51714,All Websites [EUR],ALL GROUPS,250,14.390
51715,All Websites [EUR],ALL GROUPS,250,11.500
51716,All Websites [EUR],ALL GROUPS,250,7.680
51717,All Websites [EUR],ALL GROUPS,2 a500,1.100
51718,All Websites [EUR],ALL GROUPS,500,5.530
51719,All Websites [EUR],ALL GROUPS,500,5.750
51720,All Websites [EUR],ALL GROUPS,250,7.030
51721-BKR,All Websites [EUR],ALL GROUPS,1000,2.000
51721-WE,All Websites [EUR],ALL GROUPS,2 a500,1.300
51721-WER,All Websites [EUR],ALL GROUPS,1000,2.000
51722,All Websites [EUR],ALL GROUPS,250,9.590
51723,All Websites [EUR],ALL GROUPS,1000,2.290
51724,All Websites [EUR],ALL GROUPS,500,4.790
51725,All Websites [EUR],ALL GROUPS,500,5.960
51726,All Websites [EUR],ALL GROUPS,250,7.750
51727,All Websites [EUR],ALL GROUPS,250,7.030
51728,All Websites [EUR],ALL GROUPS,250,11.080
51729,All Websites [EUR],ALL GROUPS,500,4.220
51730,All Websites [EUR],ALL GROUPS,250,9.560
51731,All Websites [EUR],ALL GROUPS,500,5.960
51732,All Websites [EUR],ALL GROUPS,2 a500,760
51733,All Websites [EUR],ALL GROUPS,2 a500,760
51734,All Websites [EUR],ALL GROUPS,1000,2.820
51735-BK,All Websites [EUR],ALL GROUPS,10000,280
51735-RD,All Websites [EUR],ALL GROUPS,10000,280
51735-SR,All Websites [EUR],ALL GROUPS,10000,280
51736,All Websites [EUR],ALL GROUPS,250,11.930
51737,All Websites [EUR],ALL GROUPS,500,5.960
51738,All Websites [EUR],ALL GROUPS,500,3.830
51739,All Websites [EUR],ALL GROUPS,500,6.650
51740,All Websites [EUR],ALL GROUPS,500,6.650
51741,All Websites [EUR],ALL GROUPS,250,8.060
51742-BK,All Websites [EUR],ALL GROUPS,1000,1.400
51742-SR,All Websites [EUR],ALL GROUPS,1000,1.400
51742-WE,All Websites [EUR],ALL GROUPS,1000,1.400
51743,All Websites [EUR],ALL GROUPS,250,28.790
51745-DGY,All Websites [EUR],ALL GROUPS,1000,3.360
51745-SR,All Websites [EUR],ALL GROUPS,1000,3.360
51746-BK,All Websites [EUR],ALL GROUPS,10000,320
51746-SR,All Websites [EUR],ALL GROUPS,10000,320
51746-WE,All Websites [EUR],ALL GROUPS,10000,320
51747,All Websites [EUR],ALL GROUPS,250,7.680
51748,All Websites [EUR],ALL GROUPS,500,6.700
51749,All Websites [EUR],ALL GROUPS,250,15.100
51751,All Websites [EUR],ALL GROUPS,250,9.400
51752,All Websites [EUR],ALL GROUPS,500,4.020
51754,All Websites [EUR],ALL GROUPS,1000,2.600
51756,All Websites [EUR],ALL GROUPS,500,5.530
51757,All Websites [EUR],ALL GROUPS,250,22.120
51758,All Websites [EUR],ALL GROUPS,250,21.460
51759,All Websites [EUR],ALL GROUPS,250,23.980
51760,All Websites [EUR],ALL GROUPS,250,13.090
51761,All Websites [EUR],ALL GROUPS,500,5.750
51762,All Websites [EUR],ALL GROUPS,500,6.700
51763,All Websites [EUR],ALL GROUPS,250,7.680
51764-BK,All Websites [EUR],ALL GROUPS,1000,3.000
51764-OE,All Websites [EUR],ALL GROUPS,1000,3.000
51765-BK,All Websites [EUR],ALL GROUPS,500,4.020
51765-OE,All Websites [EUR],ALL GROUPS,500,4.020
51766-SR,All Websites [EUR],ALL GROUPS,500,6.030
51767-L,All Websites [EUR],ALL GROUPS,500,6.600
51767-S,All Websites [EUR],ALL GROUPS,1000,3.320
51767-XL,All Websites [EUR],ALL GROUPS,250,9.560
51771,All Websites [EUR],ALL GROUPS,250,19.190
51772,All Websites [EUR],ALL GROUPS,500,6.330
51773,All Websites [EUR],ALL GROUPS,1000,2.880
51774,All Websites [EUR],ALL GROUPS,250,7.680
51776,All Websites [EUR],ALL GROUPS,250,19.190
51777-BK,All Websites [EUR],ALL GROUPS,500,4.790
51777-BK-R,All Websites [EUR],ALL GROUPS,500,4.790
51777-WE,All Websites [EUR],ALL GROUPS,500,4.790
51777-WE-R,All Websites [EUR],ALL GROUPS,500,4.790
51778,All Websites [EUR],ALL GROUPS,500,3.830
51779-BE,All Websites [EUR],ALL GROUPS,250,13.430
51779-BK,All Websites [EUR],ALL GROUPS,250,13.430
51779-RD,All Websites [EUR],ALL GROUPS,250,13.430
51779-WE,All Websites [EUR],ALL GROUPS,250,13.430
51780-RD,All Websites [EUR],ALL GROUPS,250,17.280
51781,All Websites [EUR],ALL GROUPS,500,4.790
51784-BE,All Websites [EUR],ALL GROUPS,500,3.830
51784-BK,All Websites [EUR],ALL GROUPS,500,3.830
51784-RD,All Websites [EUR],ALL GROUPS,500,3.830
51784-SR,All Websites [EUR],ALL GROUPS,500,3.830
51785,All Websites [EUR],ALL GROUPS,250,9.590
51789-BE,All Websites [EUR],ALL GROUPS,500,3.630
51789-BK,All Websites [EUR],ALL GROUPS,500,3.630
51789-RD,All Websites [EUR],ALL GROUPS,500,3.630
51789-WE,All Websites [EUR],ALL GROUPS,500,3.630
51790-BE,All Websites [EUR],ALL GROUPS,2 a500,890
51790-BK,All Websites [EUR],ALL GROUPS,2 a500,890
51791-BK,All Websites [EUR],ALL GROUPS,1000,1.490
51791-DBE,All Websites [EUR],ALL GROUPS,1000,1.490
51791-LGN,All Websites [EUR],ALL GROUPS,1000,1.490
51791-RD,All Websites [EUR],ALL GROUPS,1000,1.490
51792-BK,All Websites [EUR],ALL GROUPS,2 a500,1.230
51792-DBE,All Websites [EUR],ALL GROUPS,2 a500,1.230
51792-LGN,All Websites [EUR],ALL GROUPS,2 a500,1.230
51792-RD,All Websites [EUR],ALL GROUPS,2 a500,1.230
51793-BE,All Websites [EUR],ALL GROUPS,10000,290
51793-WE,All Websites [EUR],ALL GROUPS,10000,290
51794-BE,All Websites [EUR],ALL GROUPS,10000,390
51794-LBN,All Websites [EUR],ALL GROUPS,10000,390
51794-RD,All Websites [EUR],ALL GROUPS,10000,390
51795-BE,All Websites [EUR],ALL GROUPS,10000,230
51795-LBN,All Websites [EUR],ALL GROUPS,10000,230
51795-RD,All Websites [EUR],ALL GROUPS,10000,230
51796-BK,All Websites [EUR],ALL GROUPS,2 a500,820
51796-DBE,All Websites [EUR],ALL GROUPS,2 a500,820
51796-LGN,All Websites [EUR],ALL GROUPS,2 a500,820
51796-RD,All Websites [EUR],ALL GROUPS,2 a500,820
51797-WE,All Websites [EUR],ALL GROUPS,250,9.590
51798-WE,All Websites [EUR],ALL GROUPS,250,52.620
51799,All Websites [EUR],ALL GROUPS,250,9.980
51800-WE,All Websites [EUR],ALL GROUPS,500,5.750
51801-BE,All Websites [EUR],ALL GROUPS,2 a500,1.230
51801-BK,All Websites [EUR],ALL GROUPS,2 a500,1.230
51801-RD,All Websites [EUR],ALL GROUPS,2 a500,1.230
51801-WE,All Websites [EUR],ALL GROUPS,2 a500,1.230
51802-BK,All Websites [EUR],ALL GROUPS,500,5.560
51803-BK,All Websites [EUR],ALL GROUPS,500,4.530
51804-BK,All Websites [EUR],ALL GROUPS,1000,1.900
51805-BK,All Websites [EUR],ALL GROUPS,1000,2.880
51806-BK,All Websites [EUR],ALL GROUPS,1000,2.600
51808-BK,All Websites [EUR],ALL GROUPS,500,4.630
51809-BK,All Websites [EUR],ALL GROUPS,250,7.030
51810,All Websites [EUR],ALL GROUPS,250,7.680
51811,All Websites [EUR],ALL GROUPS,500,5.020
51812-WE,All Websites [EUR],ALL GROUPS,1000,2.000
51815-WE,All Websites [EUR],ALL GROUPS,1000,1.890
51816-BK,All Websites [EUR],ALL GROUPS,250,24.680
51817-BK,All Websites [EUR],ALL GROUPS,250,11.500
51817-WE,All Websites [EUR],ALL GROUPS,250,11.500
51818-BK,All Websites [EUR],ALL GROUPS,250,30.230
51819,All Websites [EUR],ALL GROUPS,250,7.030
51820-BK,All Websites [EUR],ALL GROUPS,500,5.020
51820-WE,All Websites [EUR],ALL GROUPS,500,5.020
51821-BK,All Websites [EUR],ALL GROUPS,250,7.680
51821-WE,All Websites [EUR],ALL GROUPS,250,7.680
51822-BE,All Websites [EUR],ALL GROUPS,2 a500,1.190
51822-BK,All Websites [EUR],ALL GROUPS,2 a500,1.190
51822-MG,All Websites [EUR],ALL GROUPS,2 a500,1.190
51822-SR,All Websites [EUR],ALL GROUPS,2 a500,1.190
51823-BK,All Websites [EUR],ALL GROUPS,250,11.390
51824,All Websites [EUR],ALL GROUPS,2 a500,890
51825-BK,All Websites [EUR],ALL GROUPS,500,5.390
51827,All Websites [EUR],ALL GROUPS,250,7.750
51830-BE,All Websites [EUR],ALL GROUPS,10000,460
51830-BK,All Websites [EUR],ALL GROUPS,10000,460
51830-RD,All Websites [EUR],ALL GROUPS,10000,460
51831-BK,All Websites [EUR],ALL GROUPS,250,11.390
51832-BE,All Websites [EUR],ALL GROUPS,1000,3.400
51832-BK,All Websites [EUR],ALL GROUPS,1000,3.400
51832-LGN,All Websites [EUR],ALL GROUPS,1000,3.400
51832-MG,All Websites [EUR],ALL GROUPS,1000,3.400
51832-RD,All Websites [EUR],ALL GROUPS,1000,3.400
51832-SR,All Websites [EUR],ALL GROUPS,1000,3.400
51832-WE,All Websites [EUR],ALL GROUPS,1000,3.400
51833-BK,All Websites [EUR],ALL GROUPS,250,8.380
51833-WE,All Websites [EUR],ALL GROUPS,250,8.380
51834-BE,All Websites [EUR],ALL GROUPS,1000,1.400
51836,All Websites [EUR],ALL GROUPS,250,13.430
51837-BKR,All Websites [EUR],ALL GROUPS,1000,1.800
51837-WER,All Websites [EUR],ALL GROUPS,1000,1.800
51839,All Websites [EUR],ALL GROUPS,500,5.020
51840,All Websites [EUR],ALL GROUPS,250,7.030
51842-BK,All Websites [EUR],ALL GROUPS,250,23.980
51843-RD,All Websites [EUR],ALL GROUPS,1000,2.860
51845,All Websites [EUR],ALL GROUPS,1000,1.650
51845-BE,All Websites [EUR],ALL GROUPS,1000,1.650
51845-RD,All Websites [EUR],ALL GROUPS,1000,1.650
51846-BK,All Websites [EUR],ALL GROUPS,1000,2.000
51847-BK,All Websites [EUR],ALL GROUPS,500,6.030
51848-SR,All Websites [EUR],ALL GROUPS,500,4.420
51849-BK,All Websites [EUR],ALL GROUPS,1000,3.120
51849-WE,All Websites [EUR],ALL GROUPS,1000,3.120
51850,All Websites [EUR],ALL GROUPS,500,5.290
51851-WE,All Websites [EUR],ALL GROUPS,500,4.690
51852-BK,All Websites [EUR],ALL GROUPS,250,17.730
51853,All Websites [EUR],ALL GROUPS,250,11.930
51854,All Websites [EUR],ALL GROUPS,250,11.930
51855,All Websites [EUR],ALL GROUPS,500,3.930
51856,All Websites [EUR],ALL GROUPS,250,9.060
51857-BK,All Websites [EUR],ALL GROUPS,1000,2.820
51857-WE,All Websites [EUR],ALL GROUPS,1000,2.820
51858-BK,All Websites [EUR],ALL GROUPS,1000,2.220
51858-WE,All Websites [EUR],ALL GROUPS,1000,2.220
51859-BKR,All Websites [EUR],ALL GROUPS,500,3.930
51859-SR,All Websites [EUR],ALL GROUPS,500,3.930
51860,All Websites [EUR],ALL GROUPS,250,12.090
51861-WE,All Websites [EUR],ALL GROUPS,500,5.390
51862,All Websites [EUR],ALL GROUPS,500,4.790
51863,All Websites [EUR],ALL GROUPS,500,6.650
51864,All Websites [EUR],ALL GROUPS,250,11.080
51865,All Websites [EUR],ALL GROUPS,250,85.320
51866-BK,All Websites [EUR],ALL GROUPS,250,9.260
51866-SR,All Websites [EUR],ALL GROUPS,250,9.260
51866-WE,All Websites [EUR],ALL GROUPS,250,9.260
51867-BK,All Websites [EUR],ALL GROUPS,500,3.930
51868-BE,All Websites [EUR],ALL GROUPS,500,3.630
51868-BK,All Websites [EUR],ALL GROUPS,500,3.630
51868-BN,All Websites [EUR],ALL GROUPS,500,3.630
51870-BE,All Websites [EUR],ALL GROUPS,2 a500,1.100
51870-BK,All Websites [EUR],ALL GROUPS,2 a500,1.100
51870-RD,All Websites [EUR],ALL GROUPS,2 a500,1.100
51870-SR,All Websites [EUR],ALL GROUPS,2 a500,1.100
51871-GY,All Websites [EUR],ALL GROUPS,500,6.650
51872,All Websites [EUR],ALL GROUPS,250,31.650
51873,All Websites [EUR],ALL GROUPS,250,11.590
51874,All Websites [EUR],ALL GROUPS,500,6.650
51875-BK,All Websites [EUR],ALL GROUPS,250,11.080
51876,All Websites [EUR],ALL GROUPS,250,7.850
51877,All Websites [EUR],ALL GROUPS,250,8.660
51878-BK,All Websites [EUR],ALL GROUPS,1000,1.500
51878-WE,All Websites [EUR],ALL GROUPS,1000,1.500
51879-BKBK,All Websites [EUR],ALL GROUPS,500,5.530
51879-BKWE,All Websites [EUR],ALL GROUPS,500,5.530
51880,All Websites [EUR],ALL GROUPS,1000,1.400
51881,All Websites [EUR],ALL GROUPS,250,8.860
51882,All Websites [EUR],ALL GROUPS,250,7.450
51883-BE,All Websites [EUR],ALL GROUPS,2 a500,880
51883-BK,All Websites [EUR],ALL GROUPS,2 a500,880
51883-RD,All Websites [EUR],ALL GROUPS,2 a500,880
51883-WE,All Websites [EUR],ALL GROUPS,2 a500,880
51884-BK,All Websites [EUR],ALL GROUPS,500,3.830
51884-SR,All Websites [EUR],ALL GROUPS,500,3.830
51888-BK,All Websites [EUR],ALL GROUPS,500,5.290
51888-BK-R,All Websites [EUR],ALL GROUPS,500,5.290
51888-WE,All Websites [EUR],ALL GROUPS,500,5.290
51888-WE-R,All Websites [EUR],ALL GROUPS,500,5.290
51889-BK,All Websites [EUR],ALL GROUPS,2 a500,760
51889-WE,All Websites [EUR],ALL GROUPS,2 a500,760
51891-BKR,All Websites [EUR],ALL GROUPS,1000,2.000
51891-WER,All Websites [EUR],ALL GROUPS,1000,2.000
51892-RD,All Websites [EUR],ALL GROUPS,1000,3.320
51893,All Websites [EUR],ALL GROUPS,2 a500,1.300
51894,All Websites [EUR],ALL GROUPS,1000,1.460
51895,All Websites [EUR],ALL GROUPS,250,24.680
51896,All Websites [EUR],ALL GROUPS,250,10.730
51897,All Websites [EUR],ALL GROUPS,500,6.650
51898,All Websites [EUR],ALL GROUPS,500,3.830
51899,All Websites [EUR],ALL GROUPS,500,4.790
51900,All Websites [EUR],ALL GROUPS,250,14.390
51903-WE,All Websites [EUR],ALL GROUPS,2 a500,1.200
51904-BE,All Websites [EUR],ALL GROUPS,1000,2.600
51904-BK,All Websites [EUR],ALL GROUPS,1000,2.600
51906,All Websites [EUR],ALL GROUPS,500,4.790
51907,All Websites [EUR],ALL GROUPS,250,11.080
51908-BE,All Websites [EUR],ALL GROUPS,2 a500,950
51908-BK,All Websites [EUR],ALL GROUPS,2 a500,950
51908-RD,All Websites [EUR],ALL GROUPS,2 a500,950
51908-WE,All Websites [EUR],ALL GROUPS,2 a500,950
51910,All Websites [EUR],ALL GROUPS,500,6.700
51911,All Websites [EUR],ALL GROUPS,250,17.130
51912-BK,All Websites [EUR],ALL GROUPS,1000,2.960
51912-GY,All Websites [EUR],ALL GROUPS,1000,2.960
51912-SR,All Websites [EUR],ALL GROUPS,1000,2.960
51913,All Websites [EUR],ALL GROUPS,250,19.700
51914,All Websites [EUR],ALL GROUPS,250,74.660
51915,All Websites [EUR],ALL GROUPS,250,31.680
51916-BE,All Websites [EUR],ALL GROUPS,2 a500,720
51916-BK,All Websites [EUR],ALL GROUPS,2 a500,720
51916-WE,All Websites [EUR],ALL GROUPS,2 a500,720
51917-BE,All Websites [EUR],ALL GROUPS,10000,320
51917-RD,All Websites [EUR],ALL GROUPS,10000,320
51917-WE,All Websites [EUR],ALL GROUPS,10000,320
51918-WE,All Websites [EUR],ALL GROUPS,10000,180
51919-BE,All Websites [EUR],ALL GROUPS,1000,1.430
51919-RD,All Websites [EUR],ALL GROUPS,1000,1.430
51919-WE,All Websites [EUR],ALL GROUPS,1000,1.430
51920-WE,All Websites [EUR],ALL GROUPS,10000,250
51921-DBE,All Websites [EUR],ALL GROUPS,10000,280
51921-GY,All Websites [EUR],ALL GROUPS,10000,280
51921-RD,All Websites [EUR],ALL GROUPS,10000,280
51922-WEBE,All Websites [EUR],ALL GROUPS,5000,520
51922-WERD,All Websites [EUR],ALL GROUPS,5000,520
51922-WEWE,All Websites [EUR],ALL GROUPS,5000,520
51923-WEBE,All Websites [EUR],ALL GROUPS,5000,520
51923-WEGY,All Websites [EUR],ALL GROUPS,5000,520
51923-WERD,All Websites [EUR],ALL GROUPS,5000,520
51924-WE,All Websites [EUR],ALL GROUPS,1000,1.650
51925-BE,All Websites [EUR],ALL GROUPS,1000,1.900
51925-BK,All Websites [EUR],ALL GROUPS,1000,1.900
51925-RD,All Websites [EUR],ALL GROUPS,1000,1.900
51926,All Websites [EUR],ALL GROUPS,2 a500,780
51927,All Websites [EUR],ALL GROUPS,2 a500,780
51928,All Websites [EUR],ALL GROUPS,2 a500,780
51929,All Websites [EUR],ALL GROUPS,250,8.160
51930,All Websites [EUR],ALL GROUPS,500,4.790
51932-WE,All Websites [EUR],ALL GROUPS,5000,530
51934,All Websites [EUR],ALL GROUPS,1000,3.350
51935,All Websites [EUR],ALL GROUPS,250,11.080
51936-BE,All Websites [EUR],ALL GROUPS,1000,1.620
51936-BK,All Websites [EUR],ALL GROUPS,1000,1.620
51936-MG,All Websites [EUR],ALL GROUPS,1000,1.620
51936-OE,All Websites [EUR],ALL GROUPS,1000,1.620
51936-RD,All Websites [EUR],ALL GROUPS,1000,1.620
51936-WE,All Websites [EUR],ALL GROUPS,1000,1.620
51938,All Websites [EUR],ALL GROUPS,500,3.930
51939-BK,All Websites [EUR],ALL GROUPS,500,6.700
51940,All Websites [EUR],ALL GROUPS,500,3.620
51941,All Websites [EUR],ALL GROUPS,500,3.620
51942-WEBK,All Websites [EUR],ALL GROUPS,500,6.350
51943-WEWE,All Websites [EUR],ALL GROUPS,2 a500,880
51944,All Websites [EUR],ALL GROUPS,250,126.700
51945,All Websites [EUR],ALL GROUPS,250,16.180
51946,All Websites [EUR],ALL GROUPS,500,5.280
51947,All Websites [EUR],ALL GROUPS,500,4.320
51948-BKSR,All Websites [EUR],ALL GROUPS,250,9.490
51949-BK,All Websites [EUR],ALL GROUPS,250,10.090
51950-DGY,All Websites [EUR],ALL GROUPS,250,11.030
51951-BK,All Websites [EUR],ALL GROUPS,1000,2.580
51952-BK,All Websites [EUR],ALL GROUPS,1000,3.350
51953-BK,All Websites [EUR],ALL GROUPS,500,4.790
51953-BN,All Websites [EUR],ALL GROUPS,500,4.790
51954-BK,All Websites [EUR],ALL GROUPS,500,6.700
51954-SR,All Websites [EUR],ALL GROUPS,500,6.700
51958-BK,All Websites [EUR],ALL GROUPS,5000,620
51964,All Websites [EUR],ALL GROUPS,250,9.590
51975-WE,All Websites [EUR],ALL GROUPS,500,4.300
51976,All Websites [EUR],ALL GROUPS,1000,2.490
51977,All Websites [EUR],ALL GROUPS,500,6.700
51978-BKBK,All Websites [EUR],ALL GROUPS,1000,1.620
51978-BKSR,All Websites [EUR],ALL GROUPS,1000,1.620
51979,All Websites [EUR],ALL GROUPS,1000,2.200
51980,All Websites [EUR],ALL GROUPS,250,8.630
51981-WE,All Websites [EUR],ALL GROUPS,250,13.720
51982,All Websites [EUR],ALL GROUPS,250,19.190
51983-WE,All Websites [EUR],ALL GROUPS,250,12.330
51984-BE,All Websites [EUR],ALL GROUPS,1000,2.880
51984-BK,All Websites [EUR],ALL GROUPS,1000,2.880
51984-DRD,All Websites [EUR],ALL GROUPS,1000,2.880
51984-GY,All Websites [EUR],ALL GROUPS,1000,2.880
51985-BE,All Websites [EUR],ALL GROUPS,1000,1.620
51985-BK,All Websites [EUR],ALL GROUPS,1000,1.620
51985-DRD,All Websites [EUR],ALL GROUPS,1000,1.620
51985-GY,All Websites [EUR],ALL GROUPS,1000,1.620
51986,All Websites [EUR],ALL GROUPS,500,4.520
51987,All Websites [EUR],ALL GROUPS,1000,2.200
51988-BK,All Websites [EUR],ALL GROUPS,500,3.630
51988-BN,All Websites [EUR],ALL GROUPS,500,3.630
51989,All Websites [EUR],ALL GROUPS,500,6.700
