sku,tier_price_website,tier_price_customer_group,tier_price_qty,tier_price
51988-BK,All Websites [EUR],ALL GROUPS,1,3.790
51988-BN,All Websites [EUR],ALL GROUPS,1,3.790
51989,All Websites [EUR],ALL GROUPS,1,6.990
51990-BK,All Websites [EUR],ALL GROUPS,1,2.590
51990-BN,All Websites [EUR],ALL GROUPS,1,2.590
51991-BK,All Websites [EUR],ALL GROUPS,1,9.990
51991-BN,All Websites [EUR],ALL GROUPS,1,9.990
51992-BK,All Websites [EUR],ALL GROUPS,1,5.990
51992-BN,All Websites [EUR],ALL GROUPS,1,5.990
51993-BE-4GB,All Websites [EUR],ALL GROUPS,1,5.680
51993-BK-4GB,All Websites [EUR],ALL GROUPS,1,5.680
51993-GY-4GB,All Websites [EUR],ALL GROUPS,1,5.680
51993-LGN-4GB,All Websites [EUR],ALL GROUPS,1,5.680
51993-MG-4GB,All Websites [EUR],ALL GROUPS,1,5.680
51993-OE-4GB,All Websites [EUR],ALL GROUPS,1,5.680
51993-RD-4GB,All Websites [EUR],ALL GROUPS,1,5.680
51993-WE-4GB,All Websites [EUR],ALL GROUPS,1,5.680
51993-YW-4GB,All Websites [EUR],ALL GROUPS,1,5.680
51994-BE,All Websites [EUR],ALL GROUPS,1,600
51994-BK,All Websites [EUR],ALL GROUPS,1,600
51994-RD,All Websites [EUR],ALL GROUPS,1,600
51994-WE,All Websites [EUR],ALL GROUPS,1,600
51995-BK,All Websites [EUR],ALL GROUPS,1,3.290
51995-SR,All Websites [EUR],ALL GROUPS,1,3.290
51996-BK,All Websites [EUR],ALL GROUPS,1,890
51997,All Websites [EUR],ALL GROUPS,1,2.990
51998,All Websites [EUR],ALL GROUPS,1,2.290
51999-BE,All Websites [EUR],ALL GROUPS,1,9.990
51999-BE-R,All Websites [EUR],ALL GROUPS,1,9.990
51999-BK,All Websites [EUR],ALL GROUPS,1,9.990
51999-BK-R,All Websites [EUR],ALL GROUPS,1,9.990
51999-GN,All Websites [EUR],ALL GROUPS,1,9.990
51999-GN-R,All Websites [EUR],ALL GROUPS,1,9.990
51999-MG,All Websites [EUR],ALL GROUPS,1,9.990
51999-RD,All Websites [EUR],ALL GROUPS,1,8.560
51999-RD-R,All Websites [EUR],ALL GROUPS,1,8.560
51999-WE,All Websites [EUR],ALL GROUPS,1,9.990
51999-WE-R,All Websites [EUR],ALL GROUPS,1,9.990
52000-BE,All Websites [EUR],ALL GROUPS,1,15.390
52000-BK,All Websites [EUR],ALL GROUPS,1,15.390
52000-MG,All Websites [EUR],ALL GROUPS,1,15.390
52000-RD,All Websites [EUR],ALL GROUPS,1,15.390
52000-WE,All Websites [EUR],ALL GROUPS,1,15.390
52001,All Websites [EUR],ALL GROUPS,1,1.990
52002,All Websites [EUR],ALL GROUPS,1,2.190
52003,All Websites [EUR],ALL GROUPS,1,1.990
52004,All Websites [EUR],ALL GROUPS,1,2.190
52005-BE,All Websites [EUR],ALL GROUPS,1,890
52005-BK,All Websites [EUR],ALL GROUPS,1,890
52005-GY,All Websites [EUR],ALL GROUPS,1,890
52005-RD,All Websites [EUR],ALL GROUPS,1,890
52005-SR,All Websites [EUR],ALL GROUPS,1,890
52006-BK,All Websites [EUR],ALL GROUPS,1,3.990
52006-RD,All Websites [EUR],ALL GROUPS,1,3.990
52006-WE,All Websites [EUR],ALL GROUPS,1,3.990
52007,All Websites [EUR],ALL GROUPS,1,9.990
52008,All Websites [EUR],ALL GROUPS,1,9.990
52009,All Websites [EUR],ALL GROUPS,1,5.990
52011,All Websites [EUR],ALL GROUPS,1,1.290
52013-BK,All Websites [EUR],ALL GROUPS,1,390
52013-WE,All Websites [EUR],ALL GROUPS,1,390
52014-WE,All Websites [EUR],ALL GROUPS,1,2.560
52016,All Websites [EUR],ALL GROUPS,1,7.990
52019-BE,All Websites [EUR],ALL GROUPS,1,790
52019-DGY,All Websites [EUR],ALL GROUPS,1,790
52019-RD,All Websites [EUR],ALL GROUPS,1,790
52019-SR,All Websites [EUR],ALL GROUPS,1,790
52020,All Websites [EUR],ALL GROUPS,1,3.990
52021,All Websites [EUR],ALL GROUPS,1,2.590
52022-BEWE,All Websites [EUR],ALL GROUPS,1,1.190
52022-BKWE,All Websites [EUR],ALL GROUPS,1,1.190
52022-RDWE,All Websites [EUR],ALL GROUPS,1,1.190
52022-WEWE,All Websites [EUR],ALL GROUPS,1,1.190
52023-BKC,All Websites [EUR],ALL GROUPS,1,3.990
52023-WEC,All Websites [EUR],ALL GROUPS,1,3.990
52024,All Websites [EUR],ALL GROUPS,1,6.990
52025,All Websites [EUR],ALL GROUPS,1,6.990
52026,All Websites [EUR],ALL GROUPS,1,10.700
52027-BKWE,All Websites [EUR],ALL GROUPS,1,3.990
52027-WEWE,All Websites [EUR],ALL GROUPS,1,3.990
52028-BK,All Websites [EUR],ALL GROUPS,1,24.700
52029-BE,All Websites [EUR],ALL GROUPS,1,3.490
52029-BK,All Websites [EUR],ALL GROUPS,1,3.490
52029-RD,All Websites [EUR],ALL GROUPS,1,3.490
52029-WE,All Websites [EUR],ALL GROUPS,1,3.490
52030-BK,All Websites [EUR],ALL GROUPS,1,1.990
52031-BK,All Websites [EUR],ALL GROUPS,1,3.690
52032,All Websites [EUR],ALL GROUPS,1,24.990
52033-BK,All Websites [EUR],ALL GROUPS,1,9.990
52034-BK,All Websites [EUR],ALL GROUPS,1,1.360
52034-BKR,All Websites [EUR],ALL GROUPS,1,1.990
52034-WE,All Websites [EUR],ALL GROUPS,1,1.360
52034-WER,All Websites [EUR],ALL GROUPS,1,1.990
52036,All Websites [EUR],ALL GROUPS,1,2.490
52037-BE,All Websites [EUR],ALL GROUPS,1,5.290
52037-BK,All Websites [EUR],ALL GROUPS,1,5.290
52037-RD,All Websites [EUR],ALL GROUPS,1,5.290
52037-WE,All Websites [EUR],ALL GROUPS,1,5.290
52038,All Websites [EUR],ALL GROUPS,1,12.500
52039-GY,All Websites [EUR],ALL GROUPS,1,2.490
52041-BE,All Websites [EUR],ALL GROUPS,1,11.800
52042-GY,All Websites [EUR],ALL GROUPS,1,5.700
52043,All Websites [EUR],ALL GROUPS,1,4.290
52044,All Websites [EUR],ALL GROUPS,1,5.850
52051,All Websites [EUR],ALL GROUPS,1,5.290
52052,All Websites [EUR],ALL GROUPS,1,14.200
52053,All Websites [EUR],ALL GROUPS,1,39.990
52054-SR,All Websites [EUR],ALL GROUPS,1,15.500
52054-WE,All Websites [EUR],ALL GROUPS,1,15.500
52055-BE,All Websites [EUR],ALL GROUPS,1,590
52055-BK,All Websites [EUR],ALL GROUPS,1,590
52055-BN,All Websites [EUR],ALL GROUPS,1,590
52055-GN,All Websites [EUR],ALL GROUPS,1,590
52055-RD,All Websites [EUR],ALL GROUPS,1,590
52055-WE,All Websites [EUR],ALL GROUPS,1,590
52056-BE,All Websites [EUR],ALL GROUPS,1,2.190
52056-BK,All Websites [EUR],ALL GROUPS,1,2.190
52056-DGN,All Websites [EUR],ALL GROUPS,1,2.190
52056-MG,All Websites [EUR],ALL GROUPS,1,2.190
52056-OE,All Websites [EUR],ALL GROUPS,1,2.190
52056-RD,All Websites [EUR],ALL GROUPS,1,2.190
52056-SR,All Websites [EUR],ALL GROUPS,1,2.190
52056-WE,All Websites [EUR],ALL GROUPS,1,2.190
52056-YW,All Websites [EUR],ALL GROUPS,1,2.190
52057-BK,All Websites [EUR],ALL GROUPS,1,2.290
52057-SR,All Websites [EUR],ALL GROUPS,1,2.290
52058,All Websites [EUR],ALL GROUPS,1,9.850
52059,All Websites [EUR],ALL GROUPS,1,12.990
52060-LBE,All Websites [EUR],ALL GROUPS,1,13.700
52061-BKLBE,All Websites [EUR],ALL GROUPS,1,25.990
52061-BKSR,All Websites [EUR],ALL GROUPS,1,25.990
52062,All Websites [EUR],ALL GROUPS,1,9.500
52063-BKBE,All Websites [EUR],ALL GROUPS,1,12.700
52063-BKBK,All Websites [EUR],ALL GROUPS,1,12.700
52063-BKRD,All Websites [EUR],ALL GROUPS,1,12.700
52064,All Websites [EUR],ALL GROUPS,1,19.500
52066,All Websites [EUR],ALL GROUPS,1,7.990
52068,All Websites [EUR],ALL GROUPS,1,6.990
52069,All Websites [EUR],ALL GROUPS,1,2.490
52070,All Websites [EUR],ALL GROUPS,1,8.500
52071,All Websites [EUR],ALL GROUPS,1,13.790
52072,All Websites [EUR],ALL GROUPS,1,10.990
52074,All Websites [EUR],ALL GROUPS,1,4.500
52075,All Websites [EUR],ALL GROUPS,1,34.990
52076,All Websites [EUR],ALL GROUPS,1,15.500
52077-BK,All Websites [EUR],ALL GROUPS,1,9.990
52077-GN,All Websites [EUR],ALL GROUPS,1,9.990
52077-LBE,All Websites [EUR],ALL GROUPS,1,9.990
52077-MG,All Websites [EUR],ALL GROUPS,1,9.990
52077-OE,All Websites [EUR],ALL GROUPS,1,9.990
52077-WE,All Websites [EUR],ALL GROUPS,1,9.990
52077-YW,All Websites [EUR],ALL GROUPS,1,9.990
52078-WE,All Websites [EUR],ALL GROUPS,1,5.500
52079,All Websites [EUR],ALL GROUPS,1,5.990
52081,All Websites [EUR],ALL GROUPS,1,4.990
52082-BK,All Websites [EUR],ALL GROUPS,1,6.990
52083-WE,All Websites [EUR],ALL GROUPS,1,5.990
52084-BK,All Websites [EUR],ALL GROUPS,1,32.500
52084-LBE,All Websites [EUR],ALL GROUPS,1,32.500
52084-RD,All Websites [EUR],ALL GROUPS,1,32.500
52086-BE,All Websites [EUR],ALL GROUPS,1,26.950
52086-BK,All Websites [EUR],ALL GROUPS,1,26.950
52086-GN,All Websites [EUR],ALL GROUPS,1,26.950
52086-RD,All Websites [EUR],ALL GROUPS,1,26.950
52086-WE,All Websites [EUR],ALL GROUPS,1,26.950
52088,All Websites [EUR],ALL GROUPS,1,10.490
52089-BK,All Websites [EUR],ALL GROUPS,1,79.950
52090,All Websites [EUR],ALL GROUPS,1,5.490
52093-BE,All Websites [EUR],ALL GROUPS,1,4.630
52093-GY,All Websites [EUR],ALL GROUPS,1,4.630
52093-LGN,All Websites [EUR],ALL GROUPS,1,4.630
52093-LMG,All Websites [EUR],ALL GROUPS,1,4.630
52093-OE,All Websites [EUR],ALL GROUPS,1,4.630
52093-PE,All Websites [EUR],ALL GROUPS,1,4.630
52093-RD,All Websites [EUR],ALL GROUPS,1,4.630
52093-YW,All Websites [EUR],ALL GROUPS,1,4.630
52094-WE,All Websites [EUR],ALL GROUPS,1,330
52095,All Websites [EUR],ALL GROUPS,1,13.950
52096-WE,All Websites [EUR],ALL GROUPS,1,590
52097,All Websites [EUR],ALL GROUPS,1,26.850
52098-GY,All Websites [EUR],ALL GROUPS,1,12.990
52099-BE,All Websites [EUR],ALL GROUPS,1,1.990
52099-BK,All Websites [EUR],ALL GROUPS,1,1.990
52099-RD,All Websites [EUR],ALL GROUPS,1,1.990
52099-SR,All Websites [EUR],ALL GROUPS,1,1.990
52100,All Websites [EUR],ALL GROUPS,1,7.990
52101,All Websites [EUR],ALL GROUPS,1,7.990
52102-BK,All Websites [EUR],ALL GROUPS,1,1.090
52102-LGN,All Websites [EUR],ALL GROUPS,1,1.090
52103-BKBK,All Websites [EUR],ALL GROUPS,1,490
52103-SRBE,All Websites [EUR],ALL GROUPS,1,490
52103-SRBK,All Websites [EUR],ALL GROUPS,1,490
52103-SRRD,All Websites [EUR],ALL GROUPS,1,490
52103-SRYW,All Websites [EUR],ALL GROUPS,1,490
52104,All Websites [EUR],ALL GROUPS,1,14.990
52105-BK,All Websites [EUR],ALL GROUPS,1,8.990
52105-BN,All Websites [EUR],ALL GROUPS,1,8.990
52105-LGN,All Websites [EUR],ALL GROUPS,1,8.990
52106,All Websites [EUR],ALL GROUPS,1,12.800
52107,All Websites [EUR],ALL GROUPS,1,2.990
52108-WE,All Websites [EUR],ALL GROUPS,1,3.790
52110-SRBK,All Websites [EUR],ALL GROUPS,1,2.850
52111-BE,All Websites [EUR],ALL GROUPS,1,18.990
52111-BK,All Websites [EUR],ALL GROUPS,1,18.990
52111-RD,All Websites [EUR],ALL GROUPS,1,18.990
52112-BK,All Websites [EUR],ALL GROUPS,1,13.490
52113,All Websites [EUR],ALL GROUPS,1,10.990
52114,All Websites [EUR],ALL GROUPS,1,9.700
52115,All Websites [EUR],ALL GROUPS,1,19.990
52116-BK,All Websites [EUR],ALL GROUPS,1,16.990
52117,All Websites [EUR],ALL GROUPS,1,1.390
52118,All Websites [EUR],ALL GROUPS,1,16.990
52119-WE,All Websites [EUR],ALL GROUPS,1,23.490
52120-BK,All Websites [EUR],ALL GROUPS,1,17.490
52122,All Websites [EUR],ALL GROUPS,1,5.490
52123-BE,All Websites [EUR],ALL GROUPS,1,2.490
52123-BK,All Websites [EUR],ALL GROUPS,1,2.490
52123-LGN,All Websites [EUR],ALL GROUPS,1,2.490
52123-RD,All Websites [EUR],ALL GROUPS,1,2.490
52123-WE,All Websites [EUR],ALL GROUPS,1,2.490
52124-LGN,All Websites [EUR],ALL GROUPS,1,1.190
52124-MG,All Websites [EUR],ALL GROUPS,1,1.190
52125,All Websites [EUR],ALL GROUPS,1,12.990
52126,All Websites [EUR],ALL GROUPS,1,14.990
52127,All Websites [EUR],ALL GROUPS,1,1.190
52128,All Websites [EUR],ALL GROUPS,1,24.990
52129-BE,All Websites [EUR],ALL GROUPS,1,8.490
52129-GY,All Websites [EUR],ALL GROUPS,1,8.490
52129-LGN,All Websites [EUR],ALL GROUPS,1,8.490
52129-MG,All Websites [EUR],ALL GROUPS,1,8.490
52130-LGN,All Websites [EUR],ALL GROUPS,1,4.490
52131-LGN,All Websites [EUR],ALL GROUPS,1,5.990
52132-LGN,All Websites [EUR],ALL GROUPS,1,7.490
52133-LGN,All Websites [EUR],ALL GROUPS,1,9.990
52134,All Websites [EUR],ALL GROUPS,1,1.990
52135,All Websites [EUR],ALL GROUPS,1,2.490
52136,All Websites [EUR],ALL GROUPS,1,26.990
52137,All Websites [EUR],ALL GROUPS,1,9.990
52138,All Websites [EUR],ALL GROUPS,1,3.290
52139,All Websites [EUR],ALL GROUPS,1,3.790
52140,All Websites [EUR],ALL GROUPS,1,7.990
52141,All Websites [EUR],ALL GROUPS,1,11.500
52142,All Websites [EUR],ALL GROUPS,1,5.700
52143,All Websites [EUR],ALL GROUPS,1,6.850
52144,All Websites [EUR],ALL GROUPS,1,13.990
52145,All Websites [EUR],ALL GROUPS,1,7.990
52146,All Websites [EUR],ALL GROUPS,1,8.790
52147,All Websites [EUR],ALL GROUPS,1,8.500
52148,All Websites [EUR],ALL GROUPS,1,19.990
52149-BKC,All Websites [EUR],ALL GROUPS,1,3.990
52150-BKWE,All Websites [EUR],ALL GROUPS,1,3.990
52151,All Websites [EUR],ALL GROUPS,1,34.990
52152,All Websites [EUR],ALL GROUPS,1,11.990
52153,All Websites [EUR],ALL GROUPS,1,1.690
52154,All Websites [EUR],ALL GROUPS,1,1.690
52155,All Websites [EUR],ALL GROUPS,1,1.690
52156,All Websites [EUR],ALL GROUPS,1,1.690
54003,All Websites [EUR],ALL GROUPS,1,12.150
54013,All Websites [EUR],ALL GROUPS,1,9.990
54015,All Websites [EUR],ALL GROUPS,1,4.490
60033,All Websites [EUR],ALL GROUPS,1,5.990
60035,All Websites [EUR],ALL GROUPS,1,5.990
60038-BE,All Websites [EUR],ALL GROUPS,1,6.990
60038-BK,All Websites [EUR],ALL GROUPS,1,6.600
60038-RD,All Websites [EUR],ALL GROUPS,1,6.990
60038-WE,All Websites [EUR],ALL GROUPS,1,6.600
6010158,All Websites [EUR],ALL GROUPS,1,580
60123,All Websites [EUR],ALL GROUPS,1,2.990
60130-BK,All Websites [EUR],ALL GROUPS,1,3.290
60130-WE,All Websites [EUR],ALL GROUPS,1,3.290
60134,All Websites [EUR],ALL GROUPS,1,5.190
60136,All Websites [EUR],ALL GROUPS,1,2.990
60139-SR,All Websites [EUR],ALL GROUPS,1,5.690
60141,All Websites [EUR],ALL GROUPS,1,6.990
60143,All Websites [EUR],ALL GROUPS,1,3.490
60144,All Websites [EUR],ALL GROUPS,1,12.080
60145,All Websites [EUR],ALL GROUPS,1,1.960
60147,All Websites [EUR],ALL GROUPS,1,3.990
60148,All Websites [EUR],ALL GROUPS,1,4.390
60150-BK,All Websites [EUR],ALL GROUPS,1,6.560
60151,All Websites [EUR],ALL GROUPS,1,3.990
60153-BE,All Websites [EUR],ALL GROUPS,1,3.990
60153-BK,All Websites [EUR],ALL GROUPS,1,3.990
60153-RD,All Websites [EUR],ALL GROUPS,1,3.990
60153-WE,All Websites [EUR],ALL GROUPS,1,3.990
60154-BKGD,All Websites [EUR],ALL GROUPS,1,7.690
60154-BKSR,All Websites [EUR],ALL GROUPS,1,7.690
60154-WESR,All Websites [EUR],ALL GROUPS,1,7.690
60156-WE,All Websites [EUR],ALL GROUPS,1,2.650
60157-BK,All Websites [EUR],ALL GROUPS,1,3.990
60666-BE,All Websites [EUR],ALL GROUPS,1,11.990
60666-BK,All Websites [EUR],ALL GROUPS,1,11.990
60666-OE,All Websites [EUR],ALL GROUPS,1,11.990
60666-RD,All Websites [EUR],ALL GROUPS,1,11.990
60666-WE,All Websites [EUR],ALL GROUPS,1,11.990
65002-BK 2200mAh,All Websites [EUR],ALL GROUPS,1,5.990
65002-BK 3000mAh,All Websites [EUR],ALL GROUPS,1,7.990
65002-DBE 2200mAh,All Websites [EUR],ALL GROUPS,1,5.990
65002-DBE 3000mAh,All Websites [EUR],ALL GROUPS,1,7.990
65002-GN 2200mAh,All Websites [EUR],ALL GROUPS,1,5.990
65002-GN 3000mAh,All Websites [EUR],ALL GROUPS,1,7.990
65002-MG 2200mAh,All Websites [EUR],ALL GROUPS,1,5.990
65002-MG 3000mAh,All Websites [EUR],ALL GROUPS,1,7.990
65002-PE 2200mAh,All Websites [EUR],ALL GROUPS,1,5.990
65002-PE 3000mAh,All Websites [EUR],ALL GROUPS,1,7.990
65002-RD 2200mAh,All Websites [EUR],ALL GROUPS,1,5.990
65002-RD 3000mAh,All Websites [EUR],ALL GROUPS,1,7.990
65002-SR 2200mAh,All Websites [EUR],ALL GROUPS,1,5.990
65002-SR 3000mAh,All Websites [EUR],ALL GROUPS,1,7.990
65004-BK 2200mAh,All Websites [EUR],ALL GROUPS,1,5.850
65004-BK 3000mAh,All Websites [EUR],ALL GROUPS,1,7.850
65004-DBE 2200mAh,All Websites [EUR],ALL GROUPS,1,5.850
65004-DBE 3000mAh,All Websites [EUR],ALL GROUPS,1,7.850
65004-RD 2200mAh,All Websites [EUR],ALL GROUPS,1,5.850
65004-RD 3000mAh,All Websites [EUR],ALL GROUPS,1,7.850
65004-SR 2200mAh,All Websites [EUR],ALL GROUPS,1,5.850
65004-SR 3000mAh,All Websites [EUR],ALL GROUPS,1,7.850
70005,All Websites [EUR],ALL GROUPS,1,14.990
70017,All Websites [EUR],ALL GROUPS,1,16.390
70018,All Websites [EUR],ALL GROUPS,1,16.390
70019,All Websites [EUR],ALL GROUPS,1,13.990
70024,All Websites [EUR],ALL GROUPS,1,11.790
70050,All Websites [EUR],ALL GROUPS,1,45.790
70065,All Websites [EUR],ALL GROUPS,1,98.150
70069,All Websites [EUR],ALL GROUPS,1,57.750
70073,All Websites [EUR],ALL GROUPS,1,14.990
70076,All Websites [EUR],ALL GROUPS,1,17.290
70083,All Websites [EUR],ALL GROUPS,1,28.880
70088BK,All Websites [EUR],ALL GROUPS,1,18.890
70089,All Websites [EUR],ALL GROUPS,1,15.650
70091BK,All Websites [EUR],ALL GROUPS,1,72.980
70091RG,All Websites [EUR],ALL GROUPS,1,72.980
70091WE,All Websites [EUR],ALL GROUPS,1,72.980
7010201,All Websites [EUR],ALL GROUPS,1,390
70112,All Websites [EUR],ALL GROUPS,1,99.990
70114,All Websites [EUR],ALL GROUPS,1,120.000
70122,All Websites [EUR],ALL GROUPS,1,10.990
70124,All Websites [EUR],ALL GROUPS,1,10.490
70129,All Websites [EUR],ALL GROUPS,1,79.990
70129-CH,All Websites [EUR],ALL GROUPS,1,81.990
70130,All Websites [EUR],ALL GROUPS,1,18.480
70131,All Websites [EUR],ALL GROUPS,1,56.990
70135-BK,All Websites [EUR],ALL GROUPS,1,69.290
70135-WE,All Websites [EUR],ALL GROUPS,1,69.290
70136,All Websites [EUR],ALL GROUPS,1,45.990
70137-BK,All Websites [EUR],ALL GROUPS,1,40.420
70137-WE,All Websites [EUR],ALL GROUPS,1,40.420
70139,All Websites [EUR],ALL GROUPS,1,25.990
70140,All Websites [EUR],ALL GROUPS,1,16.760
70141,All Websites [EUR],ALL GROUPS,1,58.580
70142,All Websites [EUR],ALL GROUPS,1,61.200
70143-BK,All Websites [EUR],ALL GROUPS,1,17.850
70143-WE,All Websites [EUR],ALL GROUPS,1,17.850
70144-BK,All Websites [EUR],ALL GROUPS,1,13.630
70145-BK,All Websites [EUR],ALL GROUPS,1,20.590
70146,All Websites [EUR],ALL GROUPS,1,10.190
70147,All Websites [EUR],ALL GROUPS,1,11.180
70148,All Websites [EUR],ALL GROUPS,1,11.180
70149,All Websites [EUR],ALL GROUPS,1,11.180
70150,All Websites [EUR],ALL GROUPS,1,17.500
70151,All Websites [EUR],ALL GROUPS,1,17.790
70152,All Websites [EUR],ALL GROUPS,1,19.620
70153,All Websites [EUR],ALL GROUPS,1,17.830
70154,All Websites [EUR],ALL GROUPS,1,19.620
70155,All Websites [EUR],ALL GROUPS,1,19.620
70156,All Websites [EUR],ALL GROUPS,1,62.990
70158,All Websites [EUR],ALL GROUPS,1,27.700
70159,All Websites [EUR],ALL GROUPS,1,29.390
70160,All Websites [EUR],ALL GROUPS,1,58.500
70161,All Websites [EUR],ALL GROUPS,1,17.420
70162,All Websites [EUR],ALL GROUPS,1,27.290
70163,All Websites [EUR],ALL GROUPS,1,23.090
70164,All Websites [EUR],ALL GROUPS,1,25.190
70165,All Websites [EUR],ALL GROUPS,1,13.850
70166,All Websites [EUR],ALL GROUPS,1,60.890
70166-MG,All Websites [EUR],ALL GROUPS,1,60.890
70167,All Websites [EUR],ALL GROUPS,1,17.420
70170,All Websites [EUR],ALL GROUPS,1,20.780
70171,All Websites [EUR],ALL GROUPS,1,44.930
70172,All Websites [EUR],ALL GROUPS,1,104.990
70172-CH,All Websites [EUR],ALL GROUPS,1,125.990
70174,All Websites [EUR],ALL GROUPS,1,29.990
70175,All Websites [EUR],ALL GROUPS,1,26.230
70176,All Websites [EUR],ALL GROUPS,1,26.230
70177-BK,All Websites [EUR],ALL GROUPS,1,28.290
70177-BN,All Websites [EUR],ALL GROUPS,1,28.290
70177-WE,All Websites [EUR],ALL GROUPS,1,28.290
70178-BK,All Websites [EUR],ALL GROUPS,1,28.860
70178-BN,All Websites [EUR],ALL GROUPS,1,28.860
70178-WE,All Websites [EUR],ALL GROUPS,1,28.860
70179,All Websites [EUR],ALL GROUPS,1,34.630
70180,All Websites [EUR],ALL GROUPS,1,31.490
70181-BK,All Websites [EUR],ALL GROUPS,1,104.950
70181-OE,All Websites [EUR],ALL GROUPS,1,104.950
70182-BK,All Websites [EUR],ALL GROUPS,1,97.000
70182-WE,All Websites [EUR],ALL GROUPS,1,97.000
70183,All Websites [EUR],ALL GROUPS,1,78.530
70184-BE,All Websites [EUR],ALL GROUPS,1,27.990
70184-BK,All Websites [EUR],ALL GROUPS,1,27.990
70184-RD,All Websites [EUR],ALL GROUPS,1,27.990
70185-BE,All Websites [EUR],ALL GROUPS,1,12.590
70185-BK,All Websites [EUR],ALL GROUPS,1,12.590
70185-BN,All Websites [EUR],ALL GROUPS,1,12.590
70185-GN,All Websites [EUR],ALL GROUPS,1,12.590
70185-GNP,All Websites [EUR],ALL GROUPS,1,12.590
70185-GY,All Websites [EUR],ALL GROUPS,1,12.590
70185-LBE,All Websites [EUR],ALL GROUPS,1,12.590
70185-LGN,All Websites [EUR],ALL GROUPS,1,12.590
70185-MG,All Websites [EUR],ALL GROUPS,1,12.590
70185-MGP,All Websites [EUR],ALL GROUPS,1,12.590
70185-OE,All Websites [EUR],ALL GROUPS,1,12.590
70185-PE,All Websites [EUR],ALL GROUPS,1,12.590
70185-PEP,All Websites [EUR],ALL GROUPS,1,12.590
70185-RD,All Websites [EUR],ALL GROUPS,1,12.590
70185-WE,All Websites [EUR],ALL GROUPS,1,12.590
70185-YW,All Websites [EUR],ALL GROUPS,1,12.590
70186-BE,All Websites [EUR],ALL GROUPS,1,13.590
70186-BK,All Websites [EUR],ALL GROUPS,1,13.590
70186-GN,All Websites [EUR],ALL GROUPS,1,13.590
70186-LBE,All Websites [EUR],ALL GROUPS,1,13.590
70186-LGN,All Websites [EUR],ALL GROUPS,1,13.590
70186-MG,All Websites [EUR],ALL GROUPS,1,13.590
70186-OE,All Websites [EUR],ALL GROUPS,1,13.590
70186-PE,All Websites [EUR],ALL GROUPS,1,13.590
70186-RD,All Websites [EUR],ALL GROUPS,1,13.590
70186-WE,All Websites [EUR],ALL GROUPS,1,13.590
70186-YW,All Websites [EUR],ALL GROUPS,1,13.590
70187-BK,All Websites [EUR],ALL GROUPS,1,49.950
70187-WE,All Websites [EUR],ALL GROUPS,1,49.950
70188-BK,All Websites [EUR],ALL GROUPS,1,26.490
70188-WE,All Websites [EUR],ALL GROUPS,1,26.490
70191,All Websites [EUR],ALL GROUPS,1,125.000
70192,All Websites [EUR],ALL GROUPS,1,125.000
70193-BK,All Websites [EUR],ALL GROUPS,1,41.950
70193-WE,All Websites [EUR],ALL GROUPS,1,41.950
70194-BK,All Websites [EUR],ALL GROUPS,1,13.590
70194-WE,All Websites [EUR],ALL GROUPS,1,13.590
70195-BK,All Websites [EUR],ALL GROUPS,1,51.950
70195-SR,All Websites [EUR],ALL GROUPS,1,51.950
70196-BE,All Websites [EUR],ALL GROUPS,1,37.590
70196-SR,All Websites [EUR],ALL GROUPS,1,37.590
70197-BE,All Websites [EUR],ALL GROUPS,1,37.590
70197-SR,All Websites [EUR],ALL GROUPS,1,37.590
70200-BE,All Websites [EUR],ALL GROUPS,1,17.790
70200-BK,All Websites [EUR],ALL GROUPS,1,17.790
70200-GN,All Websites [EUR],ALL GROUPS,1,17.790
70200-LBE,All Websites [EUR],ALL GROUPS,1,17.790
70200-LGN,All Websites [EUR],ALL GROUPS,1,17.790
70200-MG,All Websites [EUR],ALL GROUPS,1,17.790
70200-OE,All Websites [EUR],ALL GROUPS,1,17.790
70200-PE,All Websites [EUR],ALL GROUPS,1,17.790
70200-RD,All Websites [EUR],ALL GROUPS,1,17.790
70200-WE,All Websites [EUR],ALL GROUPS,1,17.790
70200-YW,All Websites [EUR],ALL GROUPS,1,17.790
70201-BE,All Websites [EUR],ALL GROUPS,1,18.850
70201-BK,All Websites [EUR],ALL GROUPS,1,18.850
70201-GN,All Websites [EUR],ALL GROUPS,1,18.850
70201-LBE,All Websites [EUR],ALL GROUPS,1,18.850
70201-LGN,All Websites [EUR],ALL GROUPS,1,18.850
70201-MG,All Websites [EUR],ALL GROUPS,1,18.850
70201-OE,All Websites [EUR],ALL GROUPS,1,18.850
70201-PE,All Websites [EUR],ALL GROUPS,1,18.850
70201-RD,All Websites [EUR],ALL GROUPS,1,18.850
70201-WE,All Websites [EUR],ALL GROUPS,1,18.850
70201-YW,All Websites [EUR],ALL GROUPS,1,18.850
70202-NGN,All Websites [EUR],ALL GROUPS,1,12.590
70202-NOE,All Websites [EUR],ALL GROUPS,1,12.590
70203-NGN,All Websites [EUR],ALL GROUPS,1,13.590
70203-NOE,All Websites [EUR],ALL GROUPS,1,13.590
70204,All Websites [EUR],ALL GROUPS,1,13.690
70205,All Websites [EUR],ALL GROUPS,1,15.690
70206-BE,All Websites [EUR],ALL GROUPS,1,16.890
70206-BK,All Websites [EUR],ALL GROUPS,1,16.890
70206-LBE,All Websites [EUR],ALL GROUPS,1,16.890
